98;FR0007078811;METROPOLE SELECTION;485;4;6;6
99;FR0007435920;Amundi Cash Institutions SRI;485;5;8;8
100;FR0007449531;#N/A Invalid Security;485;4;6;6
101;FR0007449533;ALLIANCE OBC A FCP;485;3;5;5
102;FR0007477088;SATURNE EUROPE FCP;485;4;6;6
103;FR0007482179;ICARE FCP;485;4;6;6
104;FR0010015982;BFCM 5% 03-30092015;61;1;4;4
105;FR0010016477;CANDRIAM INDX ARB.;485;3;13;14
106;FR0010070060;OAT 4.75% 25/04/2035;203;1;2;2
107;FR0010076190;BELUGA;485;4;6;6
108;FR0010083527;MOUSQUETAIRE;485;4;6;6
109;FR0010117366;BPCE 4.625%TF/TV 15;90;1;4;4
110;FR0010136382;SG 4.196% 26/01/15;407;1;4;4
111;FR0010137893;ZEPHYR;485;3;13;14
112;FR0010175844;DEXMA VRN 24/03/2020;102;1;4;4
113;FR0010176206;COLIBRI;485;2;3;3
114;FR0010178558;MACIF 4.625% 07/2015;296;1;4;4
115;FR0010192997;OAT 3.75% 25/04/2021;203;1;2;2
116;FR0010208751;GRPAMA TF/TV TSR;225;1;4;4
117;FR0010221234;EUTELSAT;485;4;7;7
118;FR0010251660;AMUNDI CASH CORP.;485;5;8;8
119;FR0010281568;NOBC EUROPE CV I;485;1;11;12
120;FR0010301713;CRDT LOGMT TF/TV 03/;138;1;4;4
121;FR0010312124;LYXOR ASIA PA EX JAP;485;2;3;3
122;FR0010337667;BNP PAR CASH INV I;485;5;8;8
123;FR0010348052;AGCE FR. DVP 07/2049;14;1;4;4
124;FR0010355784;CAPENERGIE A;485;3;5;5
125;FR0010371609;ALLIANZ HIGH YIELD;485;1;11;12
126;FR0010449264;MLFP 0 01/01/17;117;1;4;4
127;FR0010506956;EMTN ESTX CAL 250712;134;4;6;15
128;FR0010619890;NATIXIS ACT US;485;2;12;13
129;FR0010714196;VIVENDI 7.75% 01/14;462;5;8;8
130;FR0010725499;CPR CONVEXITE C;485;1;11;12
131;FR0010745141;ALTIPRO III SP;485;3;13;14
132;FR0010749598;CMARK 5 3/8 04/22/14;139;5;8;8
133;FR0010815464;GROUPAMA 7.875%10/19;225;1;4;4
134;FR0010820217;HAVAS 5.5% 11/14;228;1;4;4
135;FR0010829705;BEST BUSINESS MODELS;485;4;6;6
136;FR0010840066;ANTIN I. PARTNERS A2;485;3;5;5
137;FR0010840082;ANTIN I. PARTNERS B2;485;3;5;5
138;FR0010850032;OATi 1.30 25/07/19;203;1;2;9
139;FR0010884833;CAPENERGIE II A;485;3;5;5
140;FR0010884841;CAPENERGIE II B;485;3;5;5
141;FR0010899765;Amundi ETF FTSE Mib UCITS ETF;203;1;2;9
142;FR0010908533;EDENRED;485;4;7;7
143;FR0010916924;OAT 3.50% 25/04/2026;203;1;2;2
144;FR0010930685;GEM ACTIONS EUROPE S;485;4;6;6
145;FR0010941484;CNP ASSUR 6.00%09/20;121;1;4;4
146;FR0011057439;ILIAD 4.875% 06/16;254;1;4;4
147;FR0011124601;COFP 4.472 04/04/16;109;1;4;4
148;FR0011257260;BUREAU VERIT 3,75%17;99;1;4;4
149;FR0011301480;CASINO 3.157 08/2019;109;1;4;4
150;FR0011317783;O.A.T 2.75 10/2027;203;1;2;2
151;FR0011321926;RTE 2,125% 200919;377;1;4;4
152;FR0011363423;LYXOR ETF MSCI USA;485;2;12;13
153;FR0011425883;US CONCORD;485;2;12;13
154;FR0011427848;OATe 0.25 25/07/2024;203;1;2;9
155;FR0011485051;LVMH 1.25% 11/2019;295;1;4;4
156;FR0011502830;Pl. Omnium 05/2020;118;1;4;4
157;FR0011531730;GDF SUEZ 4.75% PERP;184;1;4;4
158;FR0011536614;VIVENDI 2.375 01/19;462;1;4;4
159;FR0011560986;AREVA 3.25% 09/2020;329;1;4;4
160;FR0011645605;LYXOR ETF MSCI EM;485;2;3;3
161;FR0011855865;BQE POST SUB 04/2026;281;1;4;4
162;FR0012018851;BPCE 07/2026 SUB;90;1;4;4
163;FR0012159812;CADES 1.375  11/2024;101;1;2;2
164;FR0120306883;CARREF EURIB 3M01/14;107;5;8;8
165;GB0002162385;AVIVA PLC;485;4;7;7
166;GB0002875804;BRITISH AM.TOBACCO;485;4;7;7
167;GB0004835483;SABMILLER;485;4;7;7
168;GB0005405286;HSBC HOLDINGS;485;4;7;7
169;GB0007188757;RIO TINTO;485;4;7;7
170;GB0007980591;BP;485;4;7;7
171;GB0008762899;BG GROUP;485;4;7;7
172;GB0031698896;WILLIAM HILL;485;4;7;7
173;GB0033986497;ITV;485;4;7;7
174;GB00B01FLG62;G4S PLC;485;4;7;7
175;GB00B03MLX29;ROYAL DUTCH SHEL A;485;4;7;7
176;GB00B126KH97;DEBENHAMS Plc;485;4;7;7
177;GB00B16GWD56;VODAFONE GROUP NV;485;4;7;7
178;GB00B19NLV48;EXPERIAN Plc;485;4;7;7
179;GB00B1VMD022;M&G Optimal Income;485;3;13;14
180;GB00B24CGK77;RECKITT BENCKISER AN;485;4;7;7
181;IE0007286036;VANGUARD JAP IDX EUR;485;2;3;3
182;IE00B3L68Z83;#N/A Invalid Security;485;3;13;14
183;IE00B5MTWD60;SOURCE DJ STX 600 BK;485;4;6;16
184;IE00B5MTWY73;SOURCE DJ STX 600 BR;485;4;7;16
185;IE00B5MTXK03;SOURCE STOXX600 UTL;485;4;7;16
186;IT0000068525;SAIPEM SPA;485;4;7;7
187;IT0000366655;BTPS 9 11/2023;98;1;2;2
188;IT0001278511;BTPS 5.25% 11/2029;98;1;2;2
189;IT0001307286;MEDIOCREDITO 02/2019;260;1;4;4
190;IT0004604671;BTPei 2,1% 15/09/21;98;1;2;9
191;IT0004735152;BTPei 3.1% 15/09/26;98;1;2;9
192;IT0004759673;BTPS 5% 01/03/2022;98;1;2;2
193;DE000BLB5PG5;BYLAN 5 1/8 01/29/19;70;1;4;4
194;IT0004801541;ITALY 5,5% 010922;98;1;2;2
195;IT0004848831;BTP 5.5% 01/11/2022;98;1;2;2
196;JE00B2QKY057;SHIRE;485;4;7;7
197;LU0119753134;INVESCO PAN EUR C;485;4;6;17
198;LU0191819951;UNI GLOBAL EQ EUR;485;4;6;17
199;LU0260086037;JUPITER EUR GROWTH I;485;4;6;6
200;LU0284634564;EXANE CERES F;485;3;13;14
201;LU0323134006;ARCELORMITTAL;485;4;7;7
202;LU0345362361;FF ASIA PACIFIC;485;2;3;3
203;LU0368230461;BGF EUR CLASS I2EURO;485;4;6;6
204;LU0417733242;EXANE ARCHIMEDES F.;485;3;13;14
205;LU0454739615;ROBECO US PREM EQ NH;485;2;12;13
206;LU0496786905;LYXOR ETF AUSTRALIE;485;2;3;3
207;LU0498181733;ABERD GD EMERGING MK;485;2;3;3
208;LU0569974404;APERAM SA;485;4;7;7
209;LU0802113760;JPM  EMERGING MARKET;485;2;3;3
210;LU0949170939;BGF EUROPEAN VALUE;485;4;6;6
211;LU0996180351;AMUNDI INDX EQ JAPAN;485;2;3;3
212;LU1082674612;LYXOR ETF AUSTRALIA;485;2;3;3
213;NL0000102275;NEDER. 3.75% 01/23;328;1;2;2
214;NL0000102317;NETHERLAND 5,5% 0128;328;1;2;2
215;NL0000226223;STMICROELECTRONICS;485;4;7;7
216;NL0000303600;ING GROEP NV CVA;485;4;7;7
217;NL0000400653;GEMALTO NV;485;4;7;7
218;NL0010273215;ASML HOLDING NV;485;4;7;7
219;NL0010418810;NETH 1.75 07/2023;328;1;2;2
220;NO0010063308;TELENOR;485;4;7;7
221;PTCPPROE0027;BCO SANT2.625% 04/13;58;5;8;8
222;PTJMT0AE0001;JERONIMO MARTINS;485;4;7;7
223;QS0248860AT5;LA FAYETTE REG;485;3;13;14
224;RETRO GALAXI;#N/A Invalid Security;485;3;13;14
225;SE0000103814;ELECTROLUX B;485;4;7;7
226;SE0000115446;VOLVO;485;4;7;7
227;US05568HAA32;BNP 4.8 06/24/15;83;1;4;4
228;US87927VAL27;TITIM 4.95 09/30/14;425;5;8;8
229;USF8586CAM40;SOCGEN 3 1/2 01/15/16;407;1;4;4
230;USL2967VEB73;ENELIM 3 7/8 10/07/14;182;1;4;4
231;VGG534051179;LA FAYETTE EUROPE;485;3;13;14
232;VGG534051583;LA FAYETTE HOLDING B;485;3;13;14
233;VGG534221046;LA FAYETTE HLD A USD;485;3;13;14
234;VGG534221467;LA FAYETTE HOLD USD;485;3;13;14
235;VGG534221533;LA FAYETTE HOLDGS SP;485;3;13;14
236;xs0747053832;RBS EURIBOR3M 170214;375;5;8;8
237;XS0113243470;ABN AMRO BK 30/06/17;7;1;4;4
238;XS0165867226;BARCLAYS4.875% 03/13;65;5;8;8
239;XS0177448015;AVIVA TF/TV 10/13;51;1;4;4
240;XS0179207583;SG CAP TST 3 PERP;396;5;8;8
241;XS0205436040;JP MORGAN 12/11/2019;269;1;4;4
242;XS0226062981;CITIGROUP 3.50%08/15;119;1;4;4
243;XS0229840474;DB 0 09/22/15;154;1;4;4
244;XS0231555672;JPM 0 10/12/15;269;1;4;4
245;XS0240868793;INTNED 0 03/18/16;257;1;4;4
246;XS0242820586;MEDIOBANCA 02/2016;303;1;4;4
247;XS0247757718;UNICRDT FLOAT. 03/16;449;1;4;4
248;XS0270800815;MS 4 3/8 10/12/16;314;1;4;4
249;XS0275164084;KPN 4.75% 17/01/2017;278;1;4;4
250;XS0282445336;RABOBK 4 1/4 01/16/17;130;1;4;4
251;XS0303074883;CITI SUB 05/2017;119;1;4;4
252;XS0315832765;EMTN EURIB+1.30%IXIS;324;1;4;4
253;XS0323411016;STANDARD 5,875% 0917;413;1;4;4
254;XS0323922376;AXA 6.211% 10/2049;52;1;4;4
255;XS0357251726;WOLTERS KLUW 04/2018;479;1;4;4
256;XS0365303329;SG 7.756% 22/05/2013;407;1;4;4
257;XS0418799630;SCHLUM 4.50% 03/14;390;5;8;8
258;XS0426126180;PORT TEL 6% 04/13;354;5;8;8
259;XS0426738976;DONGAS 6.5% 05/2019;344;1;4;4
260;XS0436012024;UBIBANCA4.939% 0614;450;1;4;4
261;XS0441744645;ICAP GRP 7.50% 07/14;253;5;8;8
262;XS0442190855;ZURICH INS 07/2039;120;1;4;4
263;XS0442330295;GAZ CAP 8.125% 02/15;208;1;4;4
264;XS0443469316;CITI 7.375% 09/2019;119;1;4;4
265;XS0454794123;HELLA KG 7.25% 10/14;232;1;4;4
266;XS0478074924;RABOBANK 4.125%01/20;130;1;4;4
267;XS0479541699;GASSM 4 1/8 01/26/18;205;1;4;4
268;XS0484797153;URENCO 4% 05/05/2017;452;1;4;4
269;XS0495010133;EDP FIN. 3.25% 03/15;170;1;4;4
270;XS0529627498;LEASEPLAN FLOAT 0713;288;5;8;8
271;XS0531257193;SANTANDER 3.5% 08/14;385;1;4;4
272;XS0542298012;RWE 4.625% 09/2049;378;1;4;4
273;XS0550978364;ABBEY 3 3/8 10/20/15;5;1;4;4
274;XS0578317587;BQ PSA 3.875% 01/15;62;1;4;4
275;XS0585904443;TELEFO 4 3/4 02/07/17;426;1;4;4
276;XS0594299066;BQ PSA 4.25% 02/16;62;1;4;4
277;XS0594515966;MORG 4.50% 23/02/16;314;1;4;4
278;XS0599962072;CA LOND 3.625% 03/16;135;1;4;4
279;XS0602211202;RCI BQUE 4.00% 03/16;366;1;4;4
280;XS0602534637;HIT FINANCE 03/2018;235;1;4;4
281;XS0605207983;BARCLAYS 4.125%03/16;65;1;4;4
282;XS0614190477;IBESM 4 5/8 04/07/17;249;1;4;4
283;XS0625353262;MONTE 4 1/8 11/11/13;313;1;4;4
284;XS0625359384;GS 4 1/2 05/09/16;223;1;4;4
285;XS0626808496;GE 3.625 06/2017;210;1;4;4
286;XS0627692204;DANSKE BK3.875%05/16;147;1;4;4
287;XS0637844605;JP MORGAN 3.75%06/16;269;1;4;4
288;XS0647188605;AMADEUS 4,875% 0716;28;1;4;4
289;XS0693854605;STANLN 3 7/8 10/20/16;414;1;4;4
290;XS0716979249;PETROBRAS 03/2018;346;1;4;4
291;XS0718395089;REPSM 4 1/4 02/12/16;370;1;4;4
292;XS0723623491;BNP EURIB 3M 12/12;83;5;8;8
293;XS0731153291;ING 4.25% 13/01/17;257;1;4;4
294;XS0742446700;EVERYTH 3,5% 0217;171;1;4;4
295;XS0746002392;CREDIT AGRI 02/2019;135;1;4;4
296;XS0747053832;RBS EURIBOR3M 170214;375;5;8;8
297;XS0747897493;SAMPO 4,25% 0217;381;1;4;4
298;XS0750763806;ISPIM 5 02/28/17;260;1;4;4
299;XS0759014375;SANTAN 4 03/27/17;385;1;4;4
300;XS0764278528;MUNICH RE 6.25%;319;1;4;4
301;XS0767815599;GLENCORE FIN 04/2018;221;1;4;4
302;XS0787483626;MTU AERO 3% 12-0617;316;1;4;4
303;XS0790133317;RAIF.BK EURIB3M 0615;365;5;8;8
304;XS0798555537;ENI 3.75% 27/06/2019;185;1;4;4
305;XS0811603090;EE FINANCE 08/2018;171;1;4;4
306;XS0828012863;TELEF 5.811% 09/2017;426;1;4;4
307;XS0831370613;REPSOL 4.375 02/2018;370;1;4;4
308;XS0857215346;XSTRARA 2.37 11/2018;219;1;4;4
309;XS0872702112;BBVA 3.75% 01/2018;71;1;4;4
310;XS0904823431;PROSEGUR 04/2018;361;1;4;4
311;XS0905797113;RENAULT 22/01/2018;366;1;4;4
312;XS0906394043;NWIDE 4.125% 03/2023;323;1;4;4
313;XS0911431517;FR TEL 1.875 10/2019;342;1;4;4
314;XS0956201759;LS DREYFUS 07/2018;293;1;4;4
315;XS0963375232;GS 2.625 19/08/2020;223;1;4;4
316;XS0973623514;UNICREDIT 24/01/2019;449;1;4;4
317;XS0974877150;GLENCORE  30/09/2020;221;1;4;4
318;XS0983704718;Std CHART SUB10/2025;414;1;4;4
319;XS0984367077;JPMORGAN 04/2021;269;1;4;4
320;XS0985666436;RESFER 3.125 10/2028;404;1;4;4
321;XS0995102695;INTNED 3 1/2 11/21/23;257;1;4;4
322;XS1014539289;ABBEY 2% 14/01/2019;386;1;4;4
323;XS1016720853;BBVASM 2 3/8 01/22/19;71;1;4;4
324;XS1033018158;UBIIM 2.875 02/2019;450;1;4;4
325;XS1035751764;BARCLAYS 2.125 02/21;65;1;4;4
326;XS1037382535;ING 3.625% 25/02/26;257;1;4;4
327;XS1040041649;HELLA 1.25% 07/2017;232;1;4;4
328;XS1046272420;MEDIOBANCA 03/2019;303;1;4;4
329;XS1046827405;BNP 03/2026 SUB;83;1;4;4
330;XS1047514408;CARREF Float 03/2018;107;1;4;4
331;XS1069772082;RABOBANK 2.5% SUB;130;1;4;4
332;XS1069552393;HEATHROW 05/2022;229;1;4;4
333;IT0001444378;BTPS 6% 05/2031;98;1;2;2
334;XS1110558407;SOC.GEN.09/26 SUB;407;1;4;4
335;FR0012206217;MACIFS 3.916 PERP;296;1;4;4
336;FR0011883966;OAT 2.5% 25/05/2030;203;1;2;2
337;FR0011052661;CASINO 4.726 05/2021;109;1;4;4
338;IT0004889033;BTPS 4.75 09/2028;98;1;2;2
339;FR0000571218;OAT 5.50% 25/04/2029;203;1;2;2
340;IT0005001547;BTPS 3.75% 09/2024;98;1;2;2
341;DE0001135341;DBR 4 01/04/18;97;1;2;2
342;IT0005024234;BTPS 3 1/2 03/01/30;98;1;2;2
343;FR0012993103;OAT 1.5% 05/2031;203;1;2;2
344;IE00B60SWY32;SOURCE MSCI EUROPE;485;4;6;16
345;FR0012602753;GDF SUEZ 03/2022;184;1;4;4
346;CH0012138605;ADECCO SA;485;4;7;7
347;ES0109067019;AMADEUS IT HOLDING;485;4;7;7
348;GB0006731235;ASSD BRITISH FOODS;485;4;7;7
349;GB0031743007;BURBERRY GROUP PLC;485;4;7;7
350;FR0006174348;BUREAU VERITAS;485;4;7;7
351;SE0000163628;ELEKTA AB-B;485;4;7;7
352;FR0004035913;ILIAD SA;485;4;7;7
353;CH0012005267;NOVARTIS;485;4;7;7
354;DK0060534915;NOVO-NORDISK AS;485;4;7;7
355;SE0000112724;SVENSKA CELLULOSA AB;485;4;7;7
356;GB00BH4HKS39;VODAFONE GROUP PLC;485;4;7;7
357;A10055;CAPENTREPRENEURS;485;3;5;5
358;A10050;MEIF4 MACQUARIE;485;3;5;5
359;A10056;OFI INFRAVIA;485;3;5;5
360;LU0755949418;AMUNDI FDS MINVAR;485;4;6;17
361;XS0452187759;ENELIM 4 09/14/16;182;1;4;4
362;LU0975848697;ROBECO US LARGE CAP;485;2;12;13
363;XS1166160173;ABBEY NAT 01/2022;386;1;4;4
364;LU0811899946;OSSIAM ETF MINVAR;485;4;6;17
365;XS1135334800;APPLE 1% 11/2022;39;1;4;4
366;A10058;ACF CIF BOE;485;3;5;5
367;FR0010409789;CNP ASS 4.75% PERP;121;1;4;4
368;LU1120175424;QUONIAM MINRISK;485;4;6;17
369;LU1222728690;BLACKROCK EU EQ I2;485;4;6;6
370;FR0011635218;ANTIN INFRAT II;485;3;5;5
371;RETROGALAXIE;#N/A Invalid Security;485;3;13;14
372;A10063;FCT CIC DEBT FUND 1;485;1;1;1
373;FR0011182641;EDF 3.875 01/2022;173;1;4;4
374;XS0271758301;HIT FINANCE 10/2021;235;1;4;4
375;A10062;FCT DEBT FUND2024;485;1;1;1
376;XS1110449458;JP MORGAN 09/2021;269;1;4;4
377;PTOTEKOE0011;PGB 2 7/8 10/15/25;339;1;2;2
378;FR0010171975;OAT 4% 25/04/2055;203;1;2;2
379;FR0010371401;OAT 4% 25/10/2038;203;1;2;2
380;FR0010773192;FRTR 4 1/2 04/25/41;203;1;2;2
381;FR0010870956;FRTR 4 04/25/60;203;1;2;2
382;FR0011461037;FRTR 3 1/4 05/25/45;203;1;2;2
383;FR0000571150;OAT 6% 25/10/2025;203;1;2;2
384;FR0012517027;FRTR 0 1/2 05/25/25;203;1;2;2
385;FR0010466938;OAT 4.25% 25/10/23;203;1;2;2
386;FR0011196856;FRTR 3 04/25/22;203;1;2;2
387;FR0011337880;FRTR 2 1/4 10/25/22;203;1;2;2
388;FR0011486067;FRTR 1 3/4 05/25/23;203;1;2;2
389;FR0011619436;FRTR 2 1/4 05/25/24;203;1;2;2
390;FR0011962398;FRTR 1 3/4 11/25/24;203;1;2;2
391;FR0000571085;FRTR 8 1/2 04/25/23;203;1;2;2
392;FR0000571044;FRTR 8 1/4 04/25/22;203;1;2;2
393;DE0001135143;BUND 6.25% 01/30;97;1;2;2
394;DE0001135176;BUND 5.50% 01/04/31;97;1;2;2
395;DE0001135275;BUND 4% 01/2037;97;1;2;2
396;DE0001135325;BUND 4.25% 07/2039;97;1;2;2
397;DE0001135366;DBR 4 3/4 07/04/40;97;1;2;2
398;DE0001135432;DBR 3 1/4 07/04/42;97;1;2;2
399;DE0001135481;DBR 2 1/2 07/04/44;97;1;2;2
400;DE0001102341;DBR 2 1/2 08/15/46;97;1;2;2
401;FR0012407104;REGARD CONVERT N;485;1;11;12
402;ES0171996012;GRIFOLS SA;485;4;7;7
403;DE0001135085;BUND 4.75% 07/2028;97;1;2;2
404;NL0010071189;NETHER 2 1/2 01/15/33;328;1;2;2
405;NL0010721999;NETHER 2 3/4 01/15/47;328;1;2;2
406;AT0000A04967;RAGB 4.15 03/15/37;371;1;2;2
407;AT0000A0DXC2;RAGB 4.85 03/15/26;371;1;2;2
408;AT0000A0U299;RAGB 3.8 01/26/62;371;1;2;2
409;NL0000102234;NEDERLAND 4% 01/37;328;1;2;2
410;NL0009446418;NETHER 3 3/4 01/15/42;328;1;2;2
411;AT0000A0VRQ6;RAGB 3.15 06/20/44;371;1;2;2
412;AT0000A10683;RAGB 2.4 05/23/34;371;1;2;2
413;AT0000383864;RAGB 6 1/4 07/15/27;371;1;2;2
414;FR0012300820;APRR 1.125 01/2021;40;1;4;4
415;IT0005045270;BTPS 2.5% 12/2024;98;1;2;2
416;FR0011220359;Amundi - Amundi Treso Court Te;485;5;8;8
417;XS1169353254;GE CAPITAL 01/2022;210;1;4;4
418;XS1128148845;CITI 1.375 10/2021;119;1;4;4
419;BE0000324336;BGB 4 1/2 03/28/26;73;1;2;2
420;BE0000331406;BGB 3 3/4 06/22/45;73;1;2;2
421;GB00BRS65X63;INDIVIOR Plc;485;4;7;7
422;FR0000125007;SAINT GOBAIN;485;4;7;7
423;CH0244767585;UBS GROUP AG;485;4;7;7
424;BE0000304130;BGB 5 03/28/35;73;1;2;2
425;BE0000320292;BGB 4 1/4 03/28/41;73;1;2;2
426;IT0003934657;BTP 4% 01/02/2037;98;1;2;2
427;IT0004286966;BTPS 5 08/01/39;98;1;2;2
428;BE0000333428;BGB 3 06/22/34;73;1;2;2
429;BE0000334434;BGB 0.8 06/22/25;73;1;2;2
430;BE0000291972;BGB 5 1/2 03/28/28;73;1;2;2
431;BE0000335449;BGB 1 06/22/31;73;1;2;2
432;IT0003256820;BTPS 5 3/4 02/01/33;98;1;2;2
433;IT0003535157;BTPS 5 08/01/34;98;1;2;2
434;XS0546218925;ABNANV 3 5/8 10/06/17;7;1;4;4
435;XS0615797700;ABNANV 4 1/4 04/11/16;7;1;4;4
436;IT0004513641;BTPS 5 01/03/2025;98;1;2;2
437;IT0004532559;BTP 5.00% 01/09/40;98;1;2;2
438;IT0004644735;BTPS 4 1/2 03/01/26;98;1;2;2
439;IT0004923998;BTPS 4 3/4 09/01/44;98;1;2;2
440;IT0005083057;BTPS 3 1/4 09/01/46;98;1;2;2
441;IT0001086567;BTP 7.25% 01/11/26;98;1;2;2
442;FR0010567651;ACAFP 5.4 02/04/20;136;1;4;4
443;IT0001174611;BTPS 6.5% 11/2027;98;1;2;2
444;XS0729213131;ABNANV 4 3/4 01/11/19;7;1;4;4
445;FR0010138487;ACAFP 4 12/22/16;136;1;4;4
446;FR0010163444;ACAFP 3.9 02/28/17;136;1;4;4
447;FR0010289082;ACAFP 4 03/03/18;136;1;4;4
448;FR0010456384;ACAFP 4.3 04/30/19;136;1;4;4
449;XS0334417978;ACAFP 4.95 12/13/17;132;1;4;4
450;IT0004953417;BTPS 4.5% 03/2024;98;1;2;2
451;FR0012596179;RCI BANQUE 03/2020;366;1;4;4
452;XS0343877451;ACAFP 5.971 02/01/18;136;1;4;4
453;FR0010694166;ACAFP 6.867 12/19/18;136;1;4;4
454;FR0010706606;ACAFP 0 01/29/17;136;1;4;4
